Test(0);NodesCount: 768;ChanceToJoin: 72;IsPlanar: True;DistanceBetweenPoints: 73
BFS;00:00:00.0057705;687;29;45
AStar;00:00:00.0115328;281;31;45
DIJKSTRA;00:00:00.0150890;676;30;45
RandomizedWalk;00:00:00.2096370;610;0;89
RandomizedDFS;00:00:00.0118341;453;57;121
BidirectionalBFS;00:00:00.2129920;379;47;45
BidirectionalDFS;00:00:00.2105096;470;66;155
DFS;00:00:00.0036118;611;85;235
;;;;
Test(51);NodesCount: 720;ChanceToJoin: 50;IsPlanar: True;DistanceBetweenPoints: 60
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0012786;177;22;26
AStar;00:00:00.0013908;55;16;26
DIJKSTRA;00:00:00.0023572;158;21;26
RandomizedWalk;00:00:00.0174172;197;0;34
RandomizedDFS;00:00:00.0017612;100;25;48
BidirectionalBFS;00:00:00.0165463;146;30;26
BidirectionalDFS;00:00:00.0149283;191;26;44
DFS;00:00:00.0030936;325;58;150
;;;;
Test(52);NodesCount: 804;ChanceToJoin: 49;IsPlanar: True;DistanceBetweenPoints: 86
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0067084;758;28;57
AStar;00:00:00.0218789;493;43;57
DIJKSTRA;00:00:00.0134570;744;31;57
RandomizedWalk;00:00:00.1200724;692;0;135
RandomizedDFS;00:00:00.0089554;467;86;225
BidirectionalBFS;00:00:00.1090454;511;32;57
BidirectionalDFS;00:00:00.1042096;509;67;133
DFS;00:00:00.0032768;341;55;143
;;;;
Test(53);NodesCount: 749;ChanceToJoin: 50;IsPlanar: True;DistanceBetweenPoints: 72
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0044282;480;23;40
AStar;00:00:00.0147875;323;39;40
DIJKSTRA;00:00:00.0104187;475;24;40
RandomizedWalk;00:00:00.2070111;481;0;84
RandomizedDFS;00:00:00.0045690;218;52;96
BidirectionalBFS;00:00:00.2063458;307;37;40
BidirectionalDFS;00:00:00.2029612;577;72;64
DFS;00:00:00.0044935;428;71;76
;;;;
Test(54);NodesCount: 792;ChanceToJoin: 53;IsPlanar: True;DistanceBetweenPoints: 70
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0027866;319;19;30
AStar;00:00:00.0028413;90;18;30
DIJKSTRA;00:00:00.0053117;302;19;30
RandomizedWalk;00:00:00.0315496;235;0;48
RandomizedDFS;00:00:00.0079953;437;80;170
BidirectionalBFS;00:00:00.0439807;189;24;30
BidirectionalDFS;00:00:00.0413445;575;71;190
DFS;00:00:00.0047636;464;96;224
;;;;
Test(55);NodesCount: 908;ChanceToJoin: 69;IsPlanar: True;DistanceBetweenPoints: 94
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0041396;468;20;52
AStar;00:00:00.0179908;351;33;52
DIJKSTRA;00:00:00.0077819;461;20;52
RandomizedWalk;00:00:00.0609844;344;0;82
RandomizedDFS;00:00:00.0121837;594;95;136
BidirectionalBFS;00:00:00.0557507;458;33;52
BidirectionalDFS;00:00:00.0529596;709;109;186
DFS;00:00:00.0059604;606;102;140
;;;;
Test(56);NodesCount: 525;ChanceToJoin: 55;IsPlanar: True;DistanceBetweenPoints: 82
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0027832;329;26;32
AStar;00:00:00.0044758;121;32;32
DIJKSTRA;00:00:00.0056600;321;25;32
RandomizedWalk;00:00:00.0456697;403;0;46
RandomizedDFS;00:00:00.0060775;313;52;106
BidirectionalBFS;00:00:00.0494048;184;33;32
BidirectionalDFS;00:00:00.0474193;230;35;44
DFS;00:00:00.0010324;108;22;68
;;;;
Test(57);NodesCount: 811;ChanceToJoin: 76;IsPlanar: True;DistanceBetweenPoints: 58
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0029354;385;26;27
AStar;00:00:00.0038520;122;21;27
DIJKSTRA;00:00:00.0066445;370;27;27
RandomizedWalk;00:00:00.2447420;538;0;33
RandomizedDFS;00:00:00.0062366;329;64;113
BidirectionalBFS;00:00:00.2431708;256;42;27
BidirectionalDFS;00:00:00.2410216;367;71;161
DFS;00:00:00.0054620;617;97;183
;;;;
Test(58);NodesCount: 730;ChanceToJoin: 56;IsPlanar: True;DistanceBetweenPoints: 66
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0036331;407;31;30
AStar;00:00:00.0062063;169;24;30
DIJKSTRA;00:00:00.0074232;385;31;30
RandomizedWalk;00:00:00.0614032;382;0;42
RandomizedDFS;00:00:00.0066253;320;63;126
BidirectionalBFS;00:00:00.0599407;287;43;30
BidirectionalDFS;00:00:00.0562471;199;42;74
DFS;00:00:00.0012648;125;37;76
;;;;
Test(59);NodesCount: 1002;ChanceToJoin: 57;IsPlanar: True;DistanceBetweenPoints: 55
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0027428;372;29;28
AStar;00:00:00.0029247;95;13;28
DIJKSTRA;00:00:00.0057303;355;28;28
RandomizedWalk;00:00:00.3087134;773;0;32
RandomizedDFS;00:00:00.0097268;564;70;144
BidirectionalBFS;00:00:00.3080531;71;11;28
BidirectionalDFS;00:00:00.3053389;196;33;28
DFS;00:00:00.0047622;514;70;144
;;;;
Test(60);NodesCount: 710;ChanceToJoin: 68;IsPlanar: True;DistanceBetweenPoints: 44
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0064710;686;23;73
AStar;00:00:00.0222017;536;34;73
DIJKSTRA;00:00:00.0147358;682;22;73
RandomizedWalk;00:00:00.4118536;680;0;135
RandomizedDFS;00:00:00.0151616;631;78;153
BidirectionalBFS;00:00:00.4180690;472;31;73
BidirectionalDFS;00:00:00.4161477;431;47;139
DFS;00:00:00.0035971;546;66;191
;;;;
Test(61);NodesCount: 956;ChanceToJoin: 35;IsPlanar: True;DistanceBetweenPoints: 68
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0063356;701;31;69
AStar;00:00:00.0119344;374;23;69
DIJKSTRA;00:00:00.0142648;668;31;69
RandomizedWalk;00:00:00.0425089;299;0;71
RandomizedDFS;00:00:00.0147976;789;46;115
BidirectionalBFS;00:00:00.0485351;368;29;69
BidirectionalDFS;00:00:00.0462640;243;27;89
DFS;00:00:00.0057448;832;42;101
;;;;
Test(62);NodesCount: 670;ChanceToJoin: 57;IsPlanar: True;DistanceBetweenPoints: 50
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0037905;455;30;30
AStar;00:00:00.0042241;125;21;30
DIJKSTRA;00:00:00.0080413;429;28;30
RandomizedWalk;00:00:00.0161936;219;0;44
RandomizedDFS;00:00:00.0066390;348;54;74
BidirectionalBFS;00:00:00.0207105;191;27;30
BidirectionalDFS;00:00:00.0183540;326;52;80
DFS;00:00:00.0053163;474;56;136
;;;;
Test(63);NodesCount: 752;ChanceToJoin: 37;IsPlanar: True;DistanceBetweenPoints: 53
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0008894;117;18;15
AStar;00:00:00.0011960;49;13;15
DIJKSTRA;00:00:00.0013959;99;17;15
RandomizedWalk;00:00:00.0141469;159;0;17
RandomizedDFS;00:00:00.0092866;523;59;27
BidirectionalBFS;00:00:00.0319800;46;14;15
BidirectionalDFS;00:00:00.0296837;58;13;23
DFS;00:00:00.0059739;750;52;23
;;;;
Test(64);NodesCount: 822;ChanceToJoin: 74;IsPlanar: True;DistanceBetweenPoints: 91
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0050062;575;28;44
AStar;00:00:00.0143985;350;37;44
DIJKSTRA;00:00:00.0107536;567;28;44
RandomizedWalk;00:00:00.1907732;548;0;52
RandomizedDFS;00:00:00.0025324;133;39;70
BidirectionalBFS;00:00:00.1880643;377;38;44
BidirectionalDFS;00:00:00.1858234;208;49;58
DFS;00:00:00.0077856;787;83;70
;;;;
Test(65);NodesCount: 536;ChanceToJoin: 46;IsPlanar: True;DistanceBetweenPoints: 58
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0032180;371;27;27
AStar;00:00:00.0044132;116;27;27
DIJKSTRA;00:00:00.0076597;351;28;27
RandomizedWalk;00:00:00.0075465;139;0;53
RandomizedDFS;00:00:00.0034424;182;62;123
BidirectionalBFS;00:00:00.0152840;212;32;27
BidirectionalDFS;00:00:00.0131016;262;44;71
DFS;00:00:00.0034009;416;77;185
;;;;
Test(66);NodesCount: 722;ChanceToJoin: 79;IsPlanar: True;DistanceBetweenPoints: 55
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0020892;265;35;21
AStar;00:00:00.0014721;55;15;21
DIJKSTRA;00:00:00.0040013;245;37;21
RandomizedWalk;00:00:00.0466871;403;0;49
RandomizedDFS;00:00:00.0121031;576;89;151
BidirectionalBFS;00:00:00.0569947;151;28;21
BidirectionalDFS;00:00:00.0540429;362;57;81
DFS;00:00:00.0061804;533;103;235
;;;;
Test(67);NodesCount: 842;ChanceToJoin: 53;IsPlanar: True;DistanceBetweenPoints: 83
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0050850;616;33;42
AStar;00:00:00.0067996;197;24;42
DIJKSTRA;00:00:00.0094892;568;34;42
RandomizedWalk;00:00:00.1800114;723;0;84
RandomizedDFS;00:00:00.0035367;180;50;102
BidirectionalBFS;00:00:00.1747224;330;45;42
BidirectionalDFS;00:00:00.1722884;195;43;64
DFS;00:00:00.0017380;202;47;76
;;;;
Test(68);NodesCount: 610;ChanceToJoin: 55;IsPlanar: True;DistanceBetweenPoints: 48
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0024838;292;27;24
AStar;00:00:00.0032960;100;19;24
DIJKSTRA;00:00:00.0055205;283;28;24
RandomizedWalk;00:00:00.0097311;130;0;38
RandomizedDFS;00:00:00.0092518;533;62;40
BidirectionalBFS;00:00:00.0160107;103;19;24
BidirectionalDFS;00:00:00.0142115;47;12;24
DFS;00:00:00.0010415;176;26;44
;;;;
Test(69);NodesCount: 649;ChanceToJoin: 53;IsPlanar: True;DistanceBetweenPoints: 59
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0039768;440;29;32
AStar;00:00:00.0076326;199;30;32
DIJKSTRA;00:00:00.0077393;433;29;32
RandomizedWalk;00:00:00.0077143;114;0;40
RandomizedDFS;00:00:00.0067720;360;57;90
BidirectionalBFS;00:00:00.0180030;286;31;32
BidirectionalDFS;00:00:00.0156846;274;41;70
DFS;00:00:00.0015525;169;34;80
;;;;
Test(70);NodesCount: 594;ChanceToJoin: 75;IsPlanar: True;DistanceBetweenPoints: 50
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0043583;477;25;30
AStar;00:00:00.0091008;235;28;30
DIJKSTRA;00:00:00.0094119;457;25;30
RandomizedWalk;00:00:00.0757290;453;0;92
RandomizedDFS;00:00:00.0085686;467;109;210
BidirectionalBFS;00:00:00.0905173;309;37;30
BidirectionalDFS;00:00:00.0886595;118;35;70
DFS;00:00:00.0008207;97;32;74
;;;;
Test(71);NodesCount: 850;ChanceToJoin: 53;IsPlanar: True;DistanceBetweenPoints: 71
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0028564;355;16;39
AStar;00:00:00.0072136;224;22;39
DIJKSTRA;00:00:00.0062518;344;18;39
RandomizedWalk;00:00:00.1329164;385;0;55
RandomizedDFS;00:00:00.0081929;447;76;149
BidirectionalBFS;00:00:00.1304233;381;42;39
BidirectionalDFS;00:00:00.1280844;261;44;69
DFS;00:00:00.0065001;775;123;199
;;;;
Test(72);NodesCount: 942;ChanceToJoin: 65;IsPlanar: True;DistanceBetweenPoints: 86
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0053450;524;24;44
AStar;00:00:00.0111107;270;34;44
DIJKSTRA;00:00:00.0111476;513;25;44
RandomizedWalk;00:00:00.1999660;808;0;108
RandomizedDFS;00:00:00.0132511;776;135;312
BidirectionalBFS;00:00:00.1995050;417;39;44
BidirectionalDFS;00:00:00.1967625;221;48;86
DFS;00:00:00.0033590;668;141;290
;;;;
Test(73);NodesCount: 690;ChanceToJoin: 65;IsPlanar: True;DistanceBetweenPoints: 43
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0050074;547;36;34
AStar;00:00:00.0111223;255;30;34
DIJKSTRA;00:00:00.0102331;536;33;34
RandomizedWalk;00:00:00.2155594;586;0;56
RandomizedDFS;00:00:00.0099641;555;73;130
BidirectionalBFS;00:00:00.2178544;316;41;34
BidirectionalDFS;00:00:00.2152083;242;40;74
DFS;00:00:00.0016104;326;74;140
;;;;
Test(74);NodesCount: 810;ChanceToJoin: 78;IsPlanar: True;DistanceBetweenPoints: 55
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0070663;805;30;66
AStar;00:00:00.0291008;595;36;66
DIJKSTRA;00:00:00.0186618;804;32;66
RandomizedWalk;00:00:00.4600836;804;0;72
RandomizedDFS;00:00:00.0143714;697;108;248
BidirectionalBFS;00:00:00.4554445;403;35;66
BidirectionalDFS;00:00:00.4525361;517;90;118
DFS;00:00:00.0060996;206;47;114
;;;;
Test(75);NodesCount: 676;ChanceToJoin: 39;IsPlanar: True;DistanceBetweenPoints: 68
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0003123;36;9;14
AStar;00:00:00.0003588;15;5;14
DIJKSTRA;00:00:00.0004172;25;8;14
RandomizedWalk;00:00:00.0014191;39;0;14
RandomizedDFS;00:00:00.0093252;672;58;14
BidirectionalBFS;00:00:00.0148052;26;7;14
BidirectionalDFS;00:00:00.0133742;20;5;14
DFS;00:00:00.0003603;37;6;14
;;;;
Test(76);NodesCount: 666;ChanceToJoin: 35;IsPlanar: True;DistanceBetweenPoints: 42
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0013147;180;28;19
AStar;00:00:00.0014328;62;18;19
DIJKSTRA;00:00:00.0028042;159;24;19
RandomizedWalk;00:00:00.0335920;329;0;27
RandomizedDFS;00:00:00.0100700;547;54;137
BidirectionalBFS;00:00:00.0393784;85;21;19
BidirectionalDFS;00:00:00.0361564;58;18;23
DFS;00:00:00.0020120;279;63;125
;;;;
Test(77);NodesCount: 814;ChanceToJoin: 76;IsPlanar: True;DistanceBetweenPoints: 50
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0032858;369;30;23
AStar;00:00:00.0021010;58;20;23
DIJKSTRA;00:00:00.0068624;341;28;23
RandomizedWalk;00:00:00.0885666;600;0;117
RandomizedDFS;00:00:00.0011504;59;23;27
BidirectionalBFS;00:00:00.0909312;132;23;23
BidirectionalDFS;00:00:00.0883251;230;43;67
DFS;00:00:00.0062545;619;115;309
;;;;
Test(78);NodesCount: 476;ChanceToJoin: 60;IsPlanar: True;DistanceBetweenPoints: 66
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0034028;400;28;31
AStar;00:00:00.0024400;74;23;31
DIJKSTRA;00:00:00.0114402;391;30;31
RandomizedWalk;00:00:00.1953846;467;0;71
RandomizedDFS;00:00:00.0088670;340;68;139
BidirectionalBFS;00:00:00.1916637;190;27;31
BidirectionalDFS;00:00:00.1903877;203;37;87
DFS;00:00:00.0017765;190;28;95
;;;;
Test(79);NodesCount: 904;ChanceToJoin: 49;IsPlanar: True;DistanceBetweenPoints: 62
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0047226;526;27;34
AStar;00:00:00.0098937;263;29;34
DIJKSTRA;00:00:00.0097059;513;26;34
RandomizedWalk;00:00:00.3816606;722;0;36
RandomizedDFS;00:00:00.0082906;455;44;56
BidirectionalBFS;00:00:00.3777279;318;37;34
BidirectionalDFS;00:00:00.3731107;191;33;52
DFS;00:00:00.0011099;102;28;60
;;;;
Test(80);NodesCount: 757;ChanceToJoin: 70;IsPlanar: True;DistanceBetweenPoints: 65
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0041734;486;27;40
AStar;00:00:00.0088801;223;35;40
DIJKSTRA;00:00:00.0097336;473;25;40
RandomizedWalk;00:00:00.2335793;634;0;60
RandomizedDFS;00:00:00.0089490;256;72;134
BidirectionalBFS;00:00:00.2302578;342;35;40
BidirectionalDFS;00:00:00.2280408;385;86;156
DFS;00:00:00.0049436;695;103;208
;;;;
Test(81);NodesCount: 960;ChanceToJoin: 46;IsPlanar: True;DistanceBetweenPoints: 53
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0013556;185;22;30
AStar;00:00:00.0017038;80;10;30
DIJKSTRA;00:00:00.0025548;168;26;30
RandomizedWalk;00:00:00.1014096;608;0;30
RandomizedDFS;00:00:00.0052636;301;57;112
BidirectionalBFS;00:00:00.0975395;72;8;30
BidirectionalDFS;00:00:00.0947240;329;28;34
DFS;00:00:00.0078580;816;85;34
;;;;
Test(82);NodesCount: 938;ChanceToJoin: 63;IsPlanar: True;DistanceBetweenPoints: 46
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0029894;383;22;46
AStar;00:00:00.0066183;204;27;46
DIJKSTRA;00:00:00.0071402;373;21;46
RandomizedWalk;00:00:00.0230188;189;0;62
RandomizedDFS;00:00:00.0104105;550;71;200
BidirectionalBFS;00:00:00.0256728;352;36;46
BidirectionalDFS;00:00:00.0227831;693;64;128
DFS;00:00:00.0045164;439;63;208
;;;;
Test(83);NodesCount: 914;ChanceToJoin: 40;IsPlanar: True;DistanceBetweenPoints: 68
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0043155;501;26;38
AStar;00:00:00.0067316;191;24;38
DIJKSTRA;00:00:00.0086469;475;28;38
RandomizedWalk;00:00:00.0324006;266;0;38
RandomizedDFS;00:00:00.0077314;433;40;84
BidirectionalBFS;00:00:00.0425820;189;28;38
BidirectionalDFS;00:00:00.0389938;888;76;44
DFS;00:00:00.0068688;879;68;40
;;;;
Test(84);NodesCount: 728;ChanceToJoin: 71;IsPlanar: True;DistanceBetweenPoints: 43
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0018874;227;13;37
AStar;00:00:00.0025873;107;13;37
DIJKSTRA;00:00:00.0036436;220;13;37
RandomizedWalk;00:00:00.0259193;141;0;43
RandomizedDFS;00:00:00.0032999;177;21;55
BidirectionalBFS;00:00:00.0344210;261;24;37
BidirectionalDFS;00:00:00.0321196;406;49;147
DFS;00:00:00.0019902;198;20;41
;;;;
Test(85);NodesCount: 852;ChanceToJoin: 80;IsPlanar: True;DistanceBetweenPoints: 91
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0067861;770;31;49
AStar;00:00:00.0222101;442;38;49
DIJKSTRA;00:00:00.0151621;753;31;49
RandomizedWalk;00:00:00.3118723;728;0;77
RandomizedDFS;00:00:00.0089851;377;71;133
BidirectionalBFS;00:00:00.3054828;562;40;49
BidirectionalDFS;00:00:00.3031598;242;43;87
DFS;00:00:00.0027101;327;80;145
;;;;
Test(86);NodesCount: 660;ChanceToJoin: 79;IsPlanar: True;DistanceBetweenPoints: 41
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0019519;240;20;25
AStar;00:00:00.0025129;91;21;25
DIJKSTRA;00:00:00.0043310;228;21;25
RandomizedWalk;00:00:00.0143888;231;0;43
RandomizedDFS;00:00:00.0020384;98;36;69
BidirectionalBFS;00:00:00.0178368;226;37;25
BidirectionalDFS;00:00:00.0160985;145;33;75
DFS;00:00:00.0056603;591;97;171
;;;;
Test(87);NodesCount: 681;ChanceToJoin: 62;IsPlanar: True;DistanceBetweenPoints: 58
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0045180;468;33;28
AStar;00:00:00.0052120;127;19;28
DIJKSTRA;00:00:00.0089836;442;34;28
RandomizedWalk;00:00:00.0112965;120;0;48
RandomizedDFS;00:00:00.0015699;71;33;54
BidirectionalBFS;00:00:00.0319412;146;27;28
BidirectionalDFS;00:00:00.0293911;331;63;86
DFS;00:00:00.0009545;94;32;56
;;;;
Test(88);NodesCount: 810;ChanceToJoin: 67;IsPlanar: True;DistanceBetweenPoints: 42
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0025353;326;31;27
AStar;00:00:00.0028711;99;19;27
DIJKSTRA;00:00:00.0051552;295;33;27
RandomizedWalk;00:00:00.0339532;409;0;87
RandomizedDFS;00:00:00.0055670;309;85;103
BidirectionalBFS;00:00:00.0481021;166;25;27
BidirectionalDFS;00:00:00.0454860;441;72;135
DFS;00:00:00.0024198;268;65;123
;;;;
Test(89);NodesCount: 691;ChanceToJoin: 80;IsPlanar: True;DistanceBetweenPoints: 42
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0019620;248;27;21
AStar;00:00:00.0017429;63;18;21
DIJKSTRA;00:00:00.0039228;215;24;21
RandomizedWalk;00:00:00.0239535;406;0;37
RandomizedDFS;00:00:00.0028423;154;52;69
BidirectionalBFS;00:00:00.0243409;159;26;21
BidirectionalDFS;00:00:00.0225307;98;19;47
DFS;00:00:00.0064882;672;79;109
;;;;
Test(90);NodesCount: 679;ChanceToJoin: 45;IsPlanar: True;DistanceBetweenPoints: 68
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0034542;402;23;31
AStar;00:00:00.0052548;148;27;31
DIJKSTRA;00:00:00.0070416;383;24;31
RandomizedWalk;00:00:00.0124808;194;0;61
RandomizedDFS;00:00:00.0120288;544;54;95
BidirectionalBFS;00:00:00.0378047;321;39;31
BidirectionalDFS;00:00:00.0342626;281;56;47
DFS;00:00:00.0038860;365;64;149
;;;;
Test(91);NodesCount: 736;ChanceToJoin: 64;IsPlanar: True;DistanceBetweenPoints: 75
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0005228;58;6;20
AStar;00:00:00.0008426;39;6;20
DIJKSTRA;00:00:00.0008343;53;6;20
RandomizedWalk;00:00:00.0201962;60;0;24
RandomizedDFS;00:00:00.0125811;706;99;28
BidirectionalBFS;00:00:00.0352142;47;8;20
BidirectionalDFS;00:00:00.0327821;27;8;20
DFS;00:00:00.0003295;58;11;20
;;;;
Test(92);NodesCount: 836;ChanceToJoin: 63;IsPlanar: True;DistanceBetweenPoints: 93
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0068304;813;28;71
AStar;00:00:00.0310519;682;49;71
DIJKSTRA;00:00:00.0169146;812;30;71
RandomizedWalk;00:00:00.0954829;617;0;101
RandomizedDFS;00:00:00.0126398;619;97;235
BidirectionalBFS;00:00:00.0944994;506;38;71
BidirectionalDFS;00:00:00.0915603;205;38;107
DFS;00:00:00.0060268;662;95;251
;;;;
Test(93);NodesCount: 844;ChanceToJoin: 50;IsPlanar: True;DistanceBetweenPoints: 50
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0036764;431;32;27
AStar;00:00:00.0034624;110;19;27
DIJKSTRA;00:00:00.0064154;405;32;27
RandomizedWalk;00:00:00.0007861;37;0;29
RandomizedDFS;00:00:00.0018228;104;33;81
BidirectionalBFS;00:00:00.0156492;174;25;27
BidirectionalDFS;00:00:00.0141142;65;11;29
DFS;00:00:00.0022465;260;38;89
;;;;
Test(94);NodesCount: 748;ChanceToJoin: 69;IsPlanar: True;DistanceBetweenPoints: 89
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0061384;748;28;75
AStar;00:00:00.0229898;614;31;75
DIJKSTRA;00:00:00.0128540;746;28;75
RandomizedWalk;00:00:00.0195552;352;0;85
RandomizedDFS;00:00:00.0118174;661;89;135
BidirectionalBFS;00:00:00.0318980;385;24;75
BidirectionalDFS;00:00:00.0282768;304;29;115
DFS;00:00:00.0036598;522;90;211
;;;;
Test(95);NodesCount: 742;ChanceToJoin: 61;IsPlanar: True;DistanceBetweenPoints: 69
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0042522;478;25;39
AStar;00:00:00.0072224;203;25;39
DIJKSTRA;00:00:00.0088196;475;26;39
RandomizedWalk;00:00:00.1009919;468;0;69
RandomizedDFS;00:00:00.0082341;457;77;107
BidirectionalBFS;00:00:00.1041004;325;42;39
BidirectionalDFS;00:00:00.1005346;291;56;89
DFS;00:00:00.0036877;541;105;207
;;;;
Test(96);NodesCount: 748;ChanceToJoin: 53;IsPlanar: True;DistanceBetweenPoints: 97
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0055503;646;30;49
AStar;00:00:00.0167848;373;32;49
DIJKSTRA;00:00:00.0120568;633;29;49
RandomizedWalk;00:00:00.1908843;677;0;51
RandomizedDFS;00:00:00.0093201;458;78;155
BidirectionalBFS;00:00:00.1921352;357;48;49
BidirectionalDFS;00:00:00.1902009;287;55;109
DFS;00:00:00.0015166;314;43;109
;;;;
Test(97);NodesCount: 567;ChanceToJoin: 67;IsPlanar: True;DistanceBetweenPoints: 89
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0046360;494;28;46
AStar;00:00:00.0103967;274;30;46
DIJKSTRA;00:00:00.0076034;480;27;46
RandomizedWalk;00:00:00.1076379;529;0;92
RandomizedDFS;00:00:00.0045272;266;88;158
BidirectionalBFS;00:00:00.1041624;239;24;46
BidirectionalDFS;00:00:00.1025566;321;67;172
DFS;00:00:00.0020820;214;61;120
;;;;
Test(98);NodesCount: 528;ChanceToJoin: 46;IsPlanar: True;DistanceBetweenPoints: 45
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0011912;161;20;14
AStar;00:00:00.0011437;38;14;14
DIJKSTRA;00:00:00.0024060;140;20;14
RandomizedWalk;00:00:00.1651717;504;0;16
RandomizedDFS;00:00:00.0003946;18;9;16
BidirectionalBFS;00:00:00.1697517;31;9;14
BidirectionalDFS;00:00:00.1686138;64;18;22
DFS;00:00:00.0006922;78;16;50
;;;;
Test(99);NodesCount: 653;ChanceToJoin: 38;IsPlanar: True;DistanceBetweenPoints: 50
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0049144;543;25;43
AStar;00:00:00.0078209;243;17;43
DIJKSTRA;00:00:00.0119469;535;24;43
RandomizedWalk;00:00:00.0469093;198;0;43
RandomizedDFS;00:00:00.0115753;600;69;53
BidirectionalBFS;00:00:00.0483515;175;19;43
BidirectionalDFS;00:00:00.0464754;158;17;57
DFS;00:00:00.0009498;139;17;51
;;;;
Test(100);NodesCount: 576;ChanceToJoin: 74;IsPlanar: True;DistanceBetweenPoints: 50
Algorithm;Time;VisitedNodes;MemoryUsage;ResultPathLength
BFS;00:00:00.0034479;400;28;34
AStar;00:00:00.0092636;253;26;34
DIJKSTRA;00:00:00.0071717;395;29;34
RandomizedWalk;00:00:00.0185422;260;0;76
RandomizedDFS;00:00:00.0021551;135;45;90
BidirectionalBFS;00:00:00.0215592;249;28;34
BidirectionalDFS;00:00:00.0196799;180;39;70
DFS;00:00:00.0027365;276;74;152
;;;;
